month,year,city,temp_value,metric,,,,,,,,,,,,,,,,,,,
December,2017,Adelaide,15.3,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Adelaide,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Adelaide,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Adelaide,14.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Adelaide,14.5,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Adelaide,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Perth,17.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Perth,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Perth,19,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Perth,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Perth,17.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Perth,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Perth,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Perth,18.6,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Perth,18.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Perth,18.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Perth,18.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Perth,17.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Perth,17.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Perth,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Perth,17.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Perth,19.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Perth,17.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Perth,18.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Perth,17.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Perth,16.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Perth,17.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Perth,15.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Perth,17.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Perth,17.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Perth,17.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Perth,16.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Perth,17.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Perth,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Perth,13.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Perth,14.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Perth,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Perth,13.2,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Perth,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Perth,13.5,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Perth,13.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Perth,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Perth,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Perth,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Perth,9.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Perth,11.1,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Perth,10.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Perth,8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Perth,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Perth,11.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Perth,10,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Perth,7.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Perth,10,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Perth,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Perth,8.6,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Perth,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Perth,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Perth,11.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Perth,7.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Perth,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Perth,8.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Perth,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Perth,7.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Perth,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Perth,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Perth,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Perth,8.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Perth,10.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Perth,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Perth,10.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Perth,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Perth,7.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Perth,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Perth,7.8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Perth,7.8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Perth,7.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Perth,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Perth,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Perth,10.6,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Perth,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Perth,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Perth,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Perth,8.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Perth,9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Perth,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Perth,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Perth,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Perth,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Perth,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Perth,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Perth,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Perth,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Perth,10.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Perth,11.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Perth,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Perth,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Perth,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Perth,15,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Perth,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Perth,15.4,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Perth,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Perth,14,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Perth,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Perth,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Perth,12,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Perth,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Perth,16,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Perth,14.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Perth,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Perth,15.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Perth,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Perth,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Perth,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Perth,15.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Hobart,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Hobart,13.2,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Hobart,14.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Hobart,13.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Hobart,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Hobart,14.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Hobart,13.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Hobart,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Hobart,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Hobart,13,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Hobart,13.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Hobart,14.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Hobart,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Hobart,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Hobart,13,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Hobart,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Hobart,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Hobart,13.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Hobart,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Hobart,9.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Hobart,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Hobart,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Hobart,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Hobart,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Hobart,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Hobart,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Hobart,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Hobart,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Hobart,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Hobart,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Hobart,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Hobart,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Hobart,9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Hobart,10.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Hobart,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Hobart,10.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Hobart,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Hobart,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Hobart,8.7,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Hobart,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Hobart,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Hobart,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Hobart,7.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Hobart,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Hobart,7.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Hobart,6.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Hobart,5.3,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Hobart,6.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Hobart,5.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Hobart,5.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Hobart,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Hobart,5.7,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Hobart,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Hobart,5.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Hobart,5.9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Hobart,4.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Hobart,6.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Hobart,3.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Hobart,5.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Hobart,6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Hobart,4.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Hobart,5.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Hobart,4.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Hobart,5.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Hobart,3.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Hobart,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Hobart,4.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Hobart,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Hobart,5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Hobart,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Hobart,6.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Hobart,6.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Hobart,7.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Hobart,7.4,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Hobart,8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Hobart,5.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Hobart,6.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Hobart,7.2,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Hobart,7.3,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Hobart,6.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Hobart,6.9,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Hobart,8.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Hobart,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Hobart,8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Hobart,10,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Hobart,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Hobart,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Hobart,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Hobart,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Hobart,8.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Hobart,10.3,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Hobart,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Hobart,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Hobart,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Hobart,10.6,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Hobart,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Hobart,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Hobart,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Hobart,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Hobart,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Hobart,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Hobart,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Hobart,13.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Hobart,13.3,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Hobart,11.3,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Hobart,11.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Hobart,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Hobart,11.2,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Darwin,24.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Darwin,26.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Darwin,25.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Darwin,24.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Darwin,25.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Darwin,26,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Darwin,25.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Darwin,25.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Darwin,24.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Darwin,25.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Darwin,26,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Darwin,26.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Darwin,25,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Darwin,24.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Darwin,24.7,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Darwin,25.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Darwin,26.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Darwin,24.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Darwin,25.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Darwin,25.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Darwin,25.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Darwin,25.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Darwin,24.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Darwin,24.2,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Darwin,25,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Darwin,24.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Darwin,24.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Darwin,24.5,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Darwin,24.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Darwin,25.2,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Darwin,23.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Darwin,21,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Darwin,24.7,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Darwin,22.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Darwin,21.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Darwin,22.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Darwin,22.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Darwin,22,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Darwin,24,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Darwin,20,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Darwin,21,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Darwin,23,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Darwin,20,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Darwin,20.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Darwin,19,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Darwin,21.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Darwin,21.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Darwin,21.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Darwin,18.9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Darwin,18.9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Darwin,19.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Darwin,21.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Darwin,20,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Darwin,18.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Darwin,19.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Darwin,20.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Darwin,17,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Darwin,17.8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Darwin,19.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Darwin,20.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Darwin,20.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Darwin,20.1,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Darwin,19.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Darwin,21,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Darwin,21.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Darwin,20.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Darwin,21,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Darwin,22.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Darwin,24.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Darwin,22.5,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Darwin,22.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Darwin,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Darwin,23.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Darwin,24,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Darwin,24.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Darwin,23.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Darwin,24.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Darwin,24.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Darwin,25.4,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Darwin,25.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Darwin,24.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Darwin,25.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Darwin,26.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Darwin,26.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Darwin,25.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Darwin,25.9,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Darwin,25.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Darwin,24.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Darwin,25.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Darwin,25.6,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Darwin,25.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Darwin,25.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Darwin,25.6,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Darwin,26.6,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Darwin,25.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Darwin,25.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Darwin,25.9,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Darwin,27.1,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Darwin,26.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Darwin,25,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Darwin,25.8,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Darwin,25.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Canberra,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Canberra,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Canberra,14,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Canberra,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Canberra,14.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Canberra,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Canberra,15.2,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Canberra,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Canberra,14.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Canberra,13.5,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Canberra,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Canberra,13.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Canberra,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Canberra,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Canberra,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Canberra,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Canberra,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Canberra,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Canberra,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Canberra,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Canberra,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Canberra,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Canberra,10.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Canberra,12,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Canberra,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Canberra,9.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Canberra,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Canberra,7.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Canberra,7.2,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Canberra,8.3,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Canberra,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Canberra,8.7,min_temperature,,,,,,,,,,,,,,,,,,,
